trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,marketState,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,ipoExpectedDate,trailingAnnualDividendRate,trailingAnnualDividendYield,dividendDate,sharesOutstanding,bookValue,marketCap,priceToBook,financialCurrency,currentPrice,recommendationKey,displayName,prevName,nameChangeDate,forwardPE,epsForward,earningsTimestampStart,earningsTimestampEnd,address1,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,grossMargins,ebitdaMargins,operatingMargins,fax,heldPercentInsiders,heldPercentInstitutions,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,epsCurrentYear,priceEpsCurrentYear,averageAnalystRating,address2,website,trailingEps,newSymbol
,LOTI,,,,,86400.0,2.0,25.2349,25.261,25.261,25.3333,25.2349,25.261,25.261,25.3333,20.252445,10.0,10.0,24193.0,40260.0,40260.0,,,,,,,25.08,25.75,25.75,25.08,25.37966,25.3734,,USD,False,,,,,,,,,EQUITY,LOTI,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Liberty One Tactical Income ETF,[],1766599161.0,NGM,finmb_1956989390,America/New_York,EST,-18000000.0,us_market,False,-0.06966019,-0.002744725,-0.06340027,-0.0024986903,,15.0,0.0,False,0.29760352,25.31,REGULAR,Liberty One Tactical Income ETF,True,1759325400000.0,0.075099945,25.261 - 25.3333,NasdaqGM,24193.0,0.22999954,0.009170636,25.08 - 25.75,-0.44000053,-0.0170874,0.011849403,,,,,1.2497256,,0.0,0.0,,,,,,,25.31,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LOUP,(215) 979-3750,The fund normally invests at least 80% of its net assets (including borrowings for investment purposes) in the equity securities of companies the fund's manager considers to be on the frontier of the development of new technologies (“Frontier Tech Companies”).,[],[],86400.0,2.0,77.84,77.58,77.58,77.58,77.84,77.58,77.58,77.58,36.72684,408.0,408.0,15420.0,11620.0,11620.0,77.36,77.58,300.0,300.0,0.0,157753088.0,37.23,83.56,83.56,17.75,77.59128,63.812473,76.3641,USD,False,Technology,44.32781,2.01,Innovator ETFs,1532390400.0,Exchange Traded Fund,0.35186008,0.096774705,ETF,LOUP,en-US,US,ETF,Delayed Quote,True,HIGH,Innovator Deepwater Frontier Tech ETF,[],1766761288.0,PCX,finmb_571432025,America/New_York,EST,-18000000.0,us_market,False,-0.011276245,-0.00014532877,13.767529,0.2157498,0.7,15.0,0.0,False,-0.33401147,77.58,REGULAR,Innovator Deepwater Frontier Te,True,1533216600000.0,-0.2599945,77.58 - 77.58,NYSEArca,15420.0,40.350002,1.0838034,37.23 - 83.56,-5.9799957,-0.07156529,42.20469,0.0,16.74199,16.74199,157753088.0,2.1123517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LOWV,,"The fund is an actively-managed exchange-traded fund (“ETF”). The adviser seeks to achieve the fund’s investment objective by investing, under normal circumstances, at least 80% of its net assets in the equity securities of U.S. companies. The fund is non-diversified.",[],[],86400.0,2.0,79.1155,78.94,79.033,79.1515,79.1155,78.94,79.033,79.1515,27.109608,4.0,4.0,7422.0,9700.0,9700.0,79.08,79.14,500.0,500.0,0.009,166447728.0,62.19,80.12,80.12,49.804,78.41404,74.83396,78.7376,USD,False,Large Blend,13.26143,0.0,AllianceBernstein,1679356800.0,Exchange Traded Fund,,,ETF,LOWV,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,AB US Low Volatility Equity ETF,[],1766760425.0,PCX,finmb_1816674765,America/New_York,EST,-18000000.0,us_market,False,0.7014618,0.008945615,4.28154,0.05721386,0.39,15.0,0.0,False,0.0,79.1155,REGULAR,AB US Low Volatility Equity ETF,True,1680010200000.0,0.0,79.033 - 79.1515,NYSEArca,7422.0,16.925503,0.27215797,62.19 - 80.12,-1.0045013,-0.01253746,10.994827,0.9,3.84973,3.84973,166447728.0,2.9183567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQAI,,"The fund is an actively-managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by utilizing an investment strategy enhanced by the use of artificial intelligence. Under normal circumstances, the fund invests at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in securities of U.S.-listed large capitalization companies.",[],[],86400.0,2.0,39.8059,39.91,39.8059,39.8059,39.8059,39.91,39.8059,39.8059,22.432425,284.0,284.0,2172.0,380.0,380.0,39.67,40.01,200.0,800.0,0.0095999995,3166583.0,28.743,41.619,41.619,24.97,39.65954,36.43371,39.31,USD,False,Large Blend,14.7481,0.0,"QRAFT Technologies, Inc",1699315200.0,Exchange Traded Fund,,,ETF,LQAI,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,LG QRAFT AI-Powered U.S. Large Cap Core ETF,[],1766760425.0,PCX,finmb_1853330590,America/New_York,EST,-18000000.0,us_market,False,0.25046158,0.0063152923,3.4762917,0.09541416,0.75,15.0,0.0,False,0.2615172,39.91,REGULAR,LG QRAFT AI-Powered U.S. Large ,True,1699367400000.0,0.10409927,39.8059 - 39.8059,NYSEArca,2172.0,11.167,0.388512,28.743 - 41.619,-1.7089996,-0.041062966,12.316238,0.96,4.91996,4.91996,3166583.0,1.779121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQD,1-800-474-2737,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that the advisor believes will help the fund track the underlying index. The underlying index is designed to provide a broad representation of the U.S. dollar-denominated liquid investment-grade corporate bond market.",[],[],86400.0,2.0,110.65,110.75,110.695,110.795,110.65,110.75,110.695,110.795,33.478985,1268306.0,1268306.0,32208532.0,25737120.0,25737120.0,110.71,110.72,20100.0,13100.0,0.0434,33165789184.0,103.45,112.93,139.38,76.05,111.1688,109.39155,110.17186,USD,False,Corporate Bond,8.61849,1.4,iShares,1027296000.0,Exchange Traded Fund,0.0486699,-0.0075264,ETF,LQD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares iBoxx $ Investment Grade Corporate Bond ETF,[],1766762260.0,PCX,finmb_8797348,America/New_York,EST,-18000000.0,us_market,False,-0.45380402,-0.0040821168,1.3234482,0.012098268,0.14,15.0,0.0,False,0.058739096,110.715,REGULAR,iShares iBoxx $ Investment Grad,True,1028035800000.0,0.06499481,110.695 - 110.795,NYSEArca,32208532.0,7.2649994,0.07022716,103.45 - 112.93,-2.215004,-0.019613955,3.7505865,4.34,2.93764,2.93764,33165789200.0,3.307,,3.191,0.02883868,,293500000.0,135.263,32494852096.0,0.8185165,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQDB,1-800-474-2737,"The fund invests at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that the advisor believes will help the fund track the underlying index. The fund is non-diversified.",[],[],86400.0,2.0,87.3179,87.16,87.1599,87.3189,87.3179,87.16,87.1599,87.3189,,5.0,5.0,3443.0,7170.0,7170.0,87.33,87.41,800.0,100.0,0.045,48377492.0,82.73,88.86,103.945,78.753,87.66486,86.53849,87.00322,USD,False,Corporate Bond,7.67892,1.1,iShares,1621296000.0,Exchange Traded Fund,0.0554846,,ETF,LQDB,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares BBB Rated Corporate Bond ETF,[],1766760425.0,PCX,finmb_706093174,America/New_York,EST,-18000000.0,us_market,False,-0.34696198,-0.0039578225,0.7794113,0.009006528,0.15,15.0,0.0,False,0.0,87.3179,REGULAR,iShares BBB Rated Corporate Bon,True,1621603800000.0,0.0,87.1599 - 87.3189,NYSEArca,3443.0,4.5878983,0.05545628,82.73 - 88.86,-1.542099,-0.017354254,2.8650165,4.5,2.42158,2.42158,48377492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQDH,(415) 670-2000,"The index is designed to minimize the interest-rate risk exposure of a portfolio composed of U.S. dollar-denominated, investment grade bonds, represented in the index by the underlying fund, by including a series of up to 10 interest rate swap contracts with different maturities. The fund invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the index and/or bonds included in the underlying index of the underlying fund.",[],[],86400.0,2.0,93.3,93.35,93.35,93.41,93.3,93.35,93.35,93.41,,7983.0,7983.0,43291.0,28830.0,28830.0,93.35,93.41,100.0,2200.0,0.0629,686728384.0,88.08,94.44,100.53,69.04,93.22008,92.49552,93.19685,USD,False,Ultrashort Bond,6.16748,0.21,iShares,1401148800.0,Exchange Traded Fund,0.0797086,0.051346596,ETF,LQDH,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares Interest Rate Hedged Corporate Bond ETF,[],1766761210.0,PCX,finmb_256803245,America/New_York,EST,-18000000.0,us_market,False,0.12992096,0.0013937015,0.8544769,0.009238035,0.24,15.0,0.0,False,0.05358566,93.35,REGULAR,iShares Interest Rate Hedged Co,True,1403011800000.0,0.049995422,93.35 - 93.41,NYSEArca,43291.0,5.2699966,0.059831932,88.08 - 94.44,-1.090004,-0.011541761,0.34415722,6.29,2.32489,2.32489,686728380.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQDI,(415) 670-2000,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the fund’s underlying index.",[],[],86400.0,2.0,26.573,26.49,26.5532,26.5532,26.573,26.49,26.5532,26.5532,,783.0,783.0,39464.0,6470.0,6470.0,26.41,26.59,800.0,500.0,0.044,70883464.0,24.64,27.2,31.33,19.504,26.70956,26.31999,26.47763,USD,False,Corporate Bond,8.69889,1.09,iShares,1525737600.0,Exchange Traded Fund,0.0534015,0.0209222,ETF,LQDI,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares Inflation Hedged Corporate Bond ETF,[],1766760425.0,BTS,finmb_551008962,America/New_York,EST,-18000000.0,us_market,False,-0.21956062,-0.008220301,0.17000961,0.0064593344,0.18,15.0,0.0,False,-0.3123478,26.49,REGULAR,iShares Inflation Hedged Corpor,True,1526391000000.0,-0.08300018,26.5532 - 26.5532,Cboe US,39464.0,1.8500004,0.075081185,24.64 - 27.2,-0.710001,-0.026102977,3.9632201,4.4,1.55618,1.55618,70883464.0,,,,,1531180800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQDW,1-800-474-2737,"The fund will seek to write call options up to (but not exceeding) the full amount of shares of the underlying fund held in the fund (i.e., the short position in the call option is offset, or “covered,” by the long position the fund holds in shares of the underlying fund).",[],[],86400.0,2.0,24.56,24.55,24.56,24.59,24.56,24.55,24.56,24.59,,11292.0,11292.0,72540.0,117180.0,117180.0,24.58,24.59,400.0,600.0,0.1702,292177408.0,24.491,26.7,39.99,24.491,24.94574,25.35139,24.66912,USD,False,Derivative Income,8.15029,0.3,iShares,1660780800.0,Exchange Traded Fund,0.0428609,,ETF,LQDW,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares Investment Grade Corporate Bond Buywrite Strategy ETF,[],1766762113.0,BTS,finmb_1782378747,America/New_York,EST,-18000000.0,us_market,False,-0.36013985,-0.014436928,-0.76579094,-0.030207058,0.34,15.0,0.0,False,0.1042363,24.5856,REGULAR,iShares Investment Grade Corpor,True,1661347800000.0,0.025600433,24.56 - 24.59,Cboe US,72540.0,0.09460068,0.0038626713,24.491 - 26.7,-2.1144009,-0.079191044,-6.6159725,17.02,1.88226,1.88226,292177408.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQIG,,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index.",[],[],86400.0,2.0,96.0586,95.51,96.05,96.05,96.0586,95.51,96.05,96.05,,278.0,278.0,1714.0,1100.0,1100.0,96.04,96.14,100.0,200.0,0.0508,19459328.0,91.09,98.19,103.128,87.634,96.5896,95.34139,95.71099,USD,False,Corporate Bond,8.33019,1.28,State Street Investment Management,1652227200.0,Exchange Traded Fund,0.050960302,,ETF,LQIG,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,State Street SPDR MarketAxess Investment Grade 400 Corporate Bond ETF,[],1766762123.0,PCX,finmb_1761759435,America/New_York,EST,-18000000.0,us_market,False,-0.53099823,-0.005497468,0.71720886,0.007522534,0.07,15.0,0.0,False,0.0,96.0586,REGULAR,State Street SPDR MarketAxess I,True,1652362200000.0,0.0,96.05 - 96.05,NYSEArca,1714.0,4.968605,0.05454611,91.09 - 98.19,-2.131401,-0.021706905,2.6852846,5.08,3.19041,3.19041,19459328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQPE,(469) 442-8424,"The fund is an actively-managed ETF that seeks to achieve its investment objective through a portfolio of investments comprised of two primary components: (i) Equity Strategy: A portfolio of equity securities; and (ii) Derivatives Strategies: A portfolio of futures contracts and futures-related instruments, such as forwards, and foreign currency spot contracts in global markets.",[],[],86400.0,2.0,19.1492,18.87,19.1492,19.1492,19.1492,18.87,19.1492,19.1492,23.438763,8.0,8.0,266.0,60.0,60.0,19.16,19.26,500.0,500.0,,13280910.0,16.313,20.17,20.17,16.313,18.7938,18.449385,19.1263,USD,False,Mid-Cap Value,,0.0,AlphaQuest LLC,1737936000.0,Exchange Traded Fund,,,ETF,LQPE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,PEO AlphaQuest Thematic PE ETF,[],1766760425.0,PCX,finmb_1918078795,America/New_York,EST,-18000000.0,us_market,False,0.3554001,0.018910496,0.69981575,0.03793166,1.25,15.0,0.0,False,0.0,19.1492,REGULAR,PEO AlphaQuest Thematic PE ETF,True,1738074600000.0,0.0,19.1492 - 19.1492,NYSEArca,266.0,2.8362007,0.17386138,16.313 - 20.17,-1.0207996,-0.050609797,-4.788184,,1.47674,1.47674,13280910.0,0.8169885,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LQTI,,"Under normal market conditions, the fund will pursue its investment objectives by investing in U.S. treasury securities and utilizing an option strategy consisting of purchasing and writing (selling) U.S. exchange-traded call options, including Flexible Exchange options (“FLEX Options”), on the iShares iBoxx Investment Grade Corporate Bond ETF (the “Underlying ETF”). The fund is non-diversified.",[],[],86400.0,2.0,20.16,20.06,20.06,20.14,20.16,20.06,20.06,20.14,,2014.0,2014.0,102969.0,118640.0,118640.0,20.12,20.14,200.0,500.0,,203019664.0,19.45,20.66,20.66,19.45,20.21752,20.18112,19.97,USD,False,Derivative Income,,0.0,First Trust,1739232000.0,Exchange Traded Fund,,,ETF,LQTI,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,FT Vest Investment Grade & Target Income ETF,[],1766762240.0,PCX,finmb_1914780150,America/New_York,EST,-18000000.0,us_market,False,-0.07752037,-0.0038343165,-0.04112053,-0.0020375743,0.65,15.0,0.0,False,-0.09925786,20.14,REGULAR,FT Vest Investment Grade & Targ,True,1740407400000.0,-0.020000458,20.06 - 20.14,NYSEArca,102969.0,0.6899986,0.035475507,19.45 - 20.66,-0.52000046,-0.025169432,-1.0891974,,2.67277,2.67277,203019664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LRGC,,"The fund is an actively-managed exchange-traded fund (“ETF”). The Adviser seeks to achieve the fund’s investment objective by investing, under normal circumstances, at least 80% of its net assets in the equity securities of large-capitalization U.S. companies. The fund is non-diversified.",[],[],86400.0,2.0,78.4161,78.5,78.5,78.5,78.4161,78.5,78.5,78.5,28.365805,958.0,958.0,27074.0,40220.0,40220.0,78.41,78.47,100.0,400.0,0.0039,672760320.0,55.94,82.0,82.0,46.87,77.41882,71.83989,78.7823,USD,False,Large Blend,15.96713,0.0,AllianceBernstein,1695081600.0,Exchange Traded Fund,,,ETF,LRGC,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,AB US Large Cap Strategic Equities ETF,[],1766760425.0,PCX,finmb_1838046876,America/New_York,EST,-18000000.0,us_market,False,1.0811768,0.013965296,6.6601105,0.09270769,0.39,15.0,0.0,False,0.10699391,78.5,REGULAR,AB US Large Cap Strategic Equit,True,1695216600000.0,0.08390045,78.5 - 78.5,NYSEArca,27074.0,22.560001,0.40328926,55.94 - 82.0,-3.5,-0.042682927,15.006458,0.39,4.6263,4.6263,672760320.0,2.7674167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LRGE,,"Under normal circumstances, the fund seeks to meet its investment objective by investing at least 80% of its net assets, plus borrowings for investment purposes, if any, in equity securities or other instruments with similar economic characteristics of U.S. companies with large market capitalizations that meet its financial and environmental, social and governance (""ESG"") criteria.",[],[],86400.0,2.0,83.28551,83.56,83.56,83.56,83.28551,83.56,83.56,83.56,40.106632,192.0,192.0,10535.0,10440.0,10440.0,80.33,80.55,15.0,20.0,0.0016,430587488.0,60.72,87.29,87.29,25.31,82.88524,78.17612,81.56,USD,False,Large Growth,8.67544,1.15,Franklin Templeton Investments,1495411200.0,Exchange Traded Fund,0.23973949,0.1173139,ETF,LRGE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,ClearBridge Large Cap Growth Select ETF,[],1766759913.0,NGM,finmb_418945851,America/New_York,EST,-18000000.0,us_market,False,0.6747589,0.008140882,5.3838806,0.068868615,0.48,15.0,0.0,False,0.32957757,83.56,REGULAR,ClearBridge Large Cap Growth Se,True,1496237400000.0,0.27449036,83.56 - 83.56,NasdaqGM,10535.0,22.839996,0.37615275,60.72 - 87.29,-3.7300034,-0.042731166,8.986198,0.16,2.23722,2.23722,430587488.0,2.0834458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LRGF,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is composed of large- and mid-capitalization equity securities from the STOXX USA 900 index that are selected and weighted using an optimization process designed to maximize exposure to five target factors: momentum, quality, value, low volatility and size.",[],[],86400.0,2.0,70.385,70.36,70.33,70.515,70.385,70.36,70.33,70.515,25.351782,12337.0,12337.0,157214.0,162760.0,162760.0,70.34,70.36,100.0,2400.0,0.0108,2994077184.0,49.965,71.069,71.069,21.24,69.2979,64.5059,69.69004,USD,False,Large Blend,16.40803,1.02,iShares,1430179200.0,Exchange Traded Fund,0.2140653,0.1539067,ETF,LRGF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares U.S. Equity Factor ETF,[],1766762232.0,PCX,finmb_282865864,America/New_York,EST,-18000000.0,us_market,False,1.0820999,0.015615191,5.8740997,0.091062985,0.08,15.0,0.0,False,-0.0071147666,70.38,REGULAR,iShares U.S. Equity Factor ETF,True,1430400600000.0,-0.005004883,70.33 - 70.515,NYSEArca,157214.0,20.414997,0.40858597,49.965 - 71.069,-0.689003,-0.009694845,14.979994,1.08,4.50933,4.50933,2994077180.0,2.7761362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LRGG,,"Under normal circumstances, the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in securities of large capitalization companies. The fund’s securities will primarily include equity securities of growth-oriented companies selected by Delaware Management Company, the fund’s investment adviser (“Manager”) that the Manager believes are high quality and have competitively advantaged business models and growth potential over the long term. The fund is non-diversified.",[],[],86400.0,2.0,29.8,29.78,29.8331,29.9,29.8,29.78,29.8331,29.9,37.91411,1307.0,1307.0,54066.0,33090.0,33090.0,29.84,29.86,700.0,100.0,0.0011999999,374341792.0,23.285,30.744,30.744,23.285,29.4922,28.46776,29.19,USD,False,Large Growth,6.72483,0.0,Nomura,1715644800.0,Exchange Traded Fund,,,ETF,LRGG,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Nomura Focused Large Growth ETF,[],1766761966.0,PCX,finmb_1875574766,America/New_York,EST,-18000000.0,us_market,False,0.3408985,0.011558938,1.3653393,0.047960896,0.45,15.0,0.0,False,0.11107426,29.8331,REGULAR,Nomura Focused Large Growth ETF,True,1715779800000.0,0.03310013,29.8331 - 29.9,NYSEArca,54066.0,6.5480995,0.28121537,23.285 - 30.744,-0.9109001,-0.029628549,6.771767,0.12,-1.27774,-1.27774,374341792.0,0.7868601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LRND,1-888-934-0777,"The underlying index uses a screening process to exclude companies in sectors where R&D investments have historically had less impact on a company’s performance, and to identify companies that have exhibited a strong commitment for long term growth by reinvesting in R&D. The fund invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the investments included in its underlying index. The fund is non-diversified.",[],[],86400.0,2.0,41.19,41.3401,41.1701,41.3401,41.19,41.3401,41.1701,41.3401,34.63594,256.0,256.0,48250.0,293040.0,293040.0,28.72,51.05,2.0,2.0,0.0081,10268271.0,28.22,41.88,41.88,19.1,40.55648,36.73205,40.45,USD,False,Large Blend,21.2551,1.1,New York Life Investment Management LLC,1644278400.0,Exchange Traded Fund,0.25849992,,ETF,LRND,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,NYLI U.S. Large Cap R&D Leaders ETF,[],1766762081.0,NGM,finmb_1686804534,America/New_York,EST,-18000000.0,us_market,False,0.61362076,0.01513003,4.4380493,0.12082225,0.14,15.0,0.0,False,-0.048107985,41.1701,REGULAR,NYLI U.S. Large Cap R&D Leaders,True,1644330600000.0,-0.019897461,41.1701 - 41.3401,NasdaqGM,48250.0,12.950102,0.458898,28.22 - 41.88,-0.7098999,-0.016950808,18.36412,0.81,8.41148,8.41148,10268271.0,1.1886526,2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LSAF,,"Under normal circumstances, at least 80% of the fund's net assets, including any borrowings for investment purposes, will be invested in a diversified portfolio of equity securities of U.S. common stocks included in the index. The index utilizes a quantitative rules-based investment methodology that applies a multi-factor ranking process and is focused on the largest 1,000 U.S. common stocks based on market capitalization.",[],[],86400.0,2.0,45.96,45.96,45.9454,45.9454,45.96,45.96,45.9454,45.9454,17.703781,1187.0,1187.0,12204.0,11430.0,11430.0,45.91,46.04,3300.0,100.0,0.0038,113798912.0,34.73,46.34,46.34,15.74,44.633,42.46615,45.99,USD,False,Mid-Cap Blend,10.98252,1.03,"Redwood Investment Management, LLC",1538352000.0,Exchange Traded Fund,0.1425413,0.1086484,ETF,LSAF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,LeaderSharesTM AlphaFactor US Core Equity ETF,[],1766762123.0,PCX,finmb_578859492,America/New_York,EST,-18000000.0,us_market,False,1.3269997,0.029731357,3.4938507,0.08227378,0.75,15.0,0.0,False,0.0,45.96,REGULAR,LeaderShares AlphaFactor US Cor,True,1538487000000.0,0.0,45.9454 - 45.9454,NYSEArca,12204.0,11.23,0.32335156,34.73 - 46.34,-0.38000107,-0.008200282,12.261844,0.38,1.73815,1.73815,113798912.0,2.5960555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LSAT,,"The fund will typically be invested in a diversified portfolio of equity securities of companies with market capitalizations of at least $1 billion at the time of initial purchase. It may focus its investments in a particular sector, industry or group of industries.",[],[],86400.0,2.0,39.45,39.44,39.415,39.64,39.45,39.44,39.415,39.64,13.24639,108.0,108.0,13235.0,10830.0,10830.0,39.35,39.52,3100.0,100.0,0.012999999,78593336.0,34.81,42.54,43.875,23.49,40.05044,39.990376,40.6,USD,False,Mid-Cap Value,0.174,0.81,"Redwood Investment Management, LLC",1603670400.0,Exchange Traded Fund,0.0968497,0.0866282,ETF,LSAT,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,LeaderShares AlphaFactor Tactical Focused ETF,[],1766760425.0,PCX,finmb_656108744,America/New_York,EST,-18000000.0,us_market,False,-0.600441,-0.014992119,-0.54037476,-0.01351262,0.99,15.0,0.0,False,0.0,39.45,REGULAR,LeaderShares AlphaFactor Tactic,True,1603805400000.0,0.0,39.415 - 39.64,NYSEArca,13235.0,4.6399994,0.13329501,34.81 - 42.54,-3.0900002,-0.07263752,-2.460128,1.3,-3.77268,-3.77268,78593336.0,2.97817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LSEQ,312-443-4400,"Under normal market circumstances, the fund invests at least 80% of its net assets, plus borrowings for investment purposes, in long and short positions in equity securities. The fund advisor seeks to achieve the fund's investment objective by establishing long and/or short positions in equity securities.",[],[],86400.0,2.0,27.9737,27.99,27.9737,27.9737,27.9737,27.99,27.9737,27.9737,21.002245,107.0,107.0,2672.0,1350.0,1350.0,27.91,28.09,900.0,900.0,0.0,20241444.0,26.5,30.25,30.25,23.748,28.45886,28.213985,28.34676,USD,False,Long-Short Equity,5.68314,0.0,Harbor,1701648000.0,Exchange Traded Fund,,,ETF,LSEQ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Harbor Long-Short Equity ETF,[],1766760425.0,PCX,finmb_281869831,America/New_York,EST,-18000000.0,us_market,False,-0.48516083,-0.017047795,-0.24028587,-0.008516552,1.98,15.0,0.0,False,0.0,27.9737,REGULAR,Harbor Long-Short Equity ETF,True,1701700200000.0,0.0,27.9737 - 27.9737,NYSEArca,2672.0,1.4736996,0.055611305,26.5 - 30.25,-2.2763004,-0.0752496,2.5703073,0.0,5.65173,5.65173,20241444.0,1.3319385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
