trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,shortName,longName,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,marketState,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPE,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,ipoExpectedDate,dividendDate,address1,address2,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,fax,website,sharesOutstanding,marketCap,priceToBook,financialCurrency,bookValue,earningsTimestampStart,earningsTimestampEnd,displayName,forwardPE,epsForward,lastDividendValue,lastDividendDate,heldPercentInsiders,heldPercentInstitutions,isEarningsDateEstimate,error
,DVXE,(212) 883 - 2290,"The fund implements its investment objective by investing, under normal market conditions, at least 80% of its net assets in financial instruments that achieve the investment results of the index. The index is a rules-based strategy that seeks to track the net asset value of a portfolio of securities of companies in the energy sector of the large-cap U.S. equity market. The fund is non-diversified.",[],[],86400.0,2.0,26.0148,27.6205,27.6205,27.6205,26.0148,27.6205,27.6205,27.6205,5.0,5.0,55.0,60.0,60.0,26.86,27.15,5.0,5.0,,272205.0,24.232,28.599,28.599,24.232,26.5899,26.278337,25.5847,USD,False,Equity Energy,,0.0,WEBs Investments Inc.,1753142400.0,Exchange Traded Fund,,,ETF,DVXE,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1753277400000.0,1.6057014,27.6205 - 27.6205,NasdaqGM,55.0,3.3885002,0.13983576,24.232 - 28.599,-0.97850037,-0.034214493,7.9662323,,,,272205.0,WEBs Energy XLE Defined Volatil,WEBs Energy XLE Defined Volatility ETF  ,1.0306015,0.038759135,1.3421631,0.051074885,0.89,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1930968496,America/New_York,EST,-18000000.0,us_market,False,6.1722617,27.6205,17.934118,0.0,0.0,1.5401093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEBs Energy XLE Defined Volatility ETF,,,,,,,,
,DVXF,(212) 883 - 2290,"The index is a rules-based strategy that seeks to track the net asset value of a portfolio of securities of companies in the financial sector of the large-cap U.S. equity market. The fund implements its investment objective by investing, under normal market conditions, at least 80% of its net assets (including borrowings for investment purposes) in financial instruments that achieve the investment results of the index. The fund is non-diversified.",[],[],86400.0,2.0,25.4202,24.5178,25.4202,25.4202,25.4202,24.5178,25.4202,25.4202,3.0,3.0,34.0,20.0,20.0,24.52,24.79,5.0,5.0,,258747.0,23.012,26.121,26.121,23.012,24.73526,24.920902,24.7066,USD,False,Financial,,0.0,WEBs Investments Inc.,1753142400.0,Exchange Traded Fund,,,ETF,DVXF,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1753277400000.0,0.0,25.4202 - 25.4202,NasdaqGM,34.0,2.4082012,0.104649805,23.012 - 26.121,-0.70079994,-0.026828986,-3.2477021,,,,258747.0,WEBs Financial XLF Defined Vola,WEBs Financial XLF Defined Volatility ETF  ,0.68494034,0.027690848,0.4992981,0.020035313,0.89,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1930968490,America/New_York,EST,-18000000.0,us_market,False,0.0,25.4202,20.003935,0.0,0.0,1.27076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEBs Financial XLF Defined Volatility ETF,,,,,,,,
,DVXK,(212) 883 - 2290,"The fund implements its investment objective by investing, under normal market conditions, at least 80% of its net assets (including borrowings for investment purposes) in financial instruments that achieve the investment results of the index. The index is a rules-based strategy that seeks to track the net asset value of a portfolio of securities of companies in the technology sector of the large-cap U.S. equity market. The fund is non-diversified.",[],[],86400.0,2.0,30.9034,29.3289,30.9034,30.9034,30.9034,29.3289,30.9034,30.9034,30.0,30.0,230.0,80.0,80.0,29.59,29.91,5.0,5.0,,292530.0,24.635,32.32,32.32,24.635,29.8148,28.096077,29.9296,USD,False,Technology,,0.0,WEBs Investments Inc.,1753142400.0,Exchange Traded Fund,,,ETF,DVXK,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1753277400000.0,0.0,30.9034 - 30.9034,NasdaqGM,230.0,6.2684,0.25445098,24.635 - 32.32,-1.4165993,-0.043830425,16.21889,,,,292530.0,WEBs Technology XLK Defined Vol,WEBs Technology XLK Defined Volatility ETF,1.0886002,0.036512073,2.8073235,0.0999187,0.89,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1930968489,America/New_York,EST,-18000000.0,us_market,False,0.0,30.9034,42.78762,0.0,0.0,0.72225094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DVXP,(212) 883 - 2290,"The fund implements its investment objective by investing, under normal market conditions, at least 80% of its net assets (including borrowings for investment purposes) in financial instruments that achieve the investment results of the index. The index is a rules-based strategy that seeks to track the net asset value of a portfolio of securities of companies in the consumer staples sector of the large-cap U.S. equity market. The fund is non-diversified.",[],[],86400.0,2.0,24.09,23.0337,24.09,24.09,24.09,23.0337,24.09,24.09,2.0,2.0,77.0,80.0,80.0,22.71,22.96,5.0,5.0,,231931.0,21.593,25.816,25.816,21.593,22.7671,23.583836,23.8287,USD,False,Consumer Defensive,,0.0,WEBs Investments Inc.,1753142400.0,Exchange Traded Fund,,,ETF,DVXP,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1753363800000.0,0.0,24.09 - 24.09,NasdaqGM,77.0,2.4969997,0.115639314,21.593 - 25.816,-1.7259998,-0.066857755,-7.553381,,,,231931.0,WEBs Consumer Staples XLP Defin,WEBs Consumer Staples XLP Defined Volatility ETF  ,1.3229008,0.05810581,0.50616455,0.021462351,0.89,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1930968492,America/New_York,EST,-18000000.0,us_market,False,0.0,24.09,22.655296,0.0,0.0,1.0633276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEBs Consumer Staples XLP Defined Volatility ETF,,,,,,,,
,DVXV,(212) 883 - 2290,"The fund implements its investment objective by investing, under normal market conditions, at least 80% of its net assets (including borrowings for investment purposes) in financial instruments that achieve the investment results of the index. The index is a rules-based strategy that seeks to track the net asset value of a portfolio of securities of companies in the health care sector of the large-cap U.S. equity market. The fund is non-diversified.",[],[],86400.0,2.0,31.889,31.2741,31.889,31.889,31.889,31.2741,31.889,31.889,50.0,50.0,330.0,510.0,510.0,30.91,31.24,5.0,5.0,,260850.0,24.003,32.301,32.301,24.003,28.05924,26.78825,27.4461,USD,False,Health,,0.0,WEBs Investments Inc.,1753142400.0,Exchange Traded Fund,,,ETF,DVXV,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1753277400000.0,0.0,31.889 - 31.889,NasdaqGM,330.0,7.8859997,0.32854226,24.003 - 32.301,-0.41199875,-0.012754985,21.864164,,,,260850.0,WEBs Health Care XLV Defined Vo,WEBs Health Care XLV Defined Volatility ETF  ,3.8297596,0.13648836,5.10075,0.19040997,0.89,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1930968491,America/New_York,EST,-18000000.0,us_market,False,0.0,31.889,30.417841,0.0,0.0,1.048365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEBs Health Care XLV Defined Volatility ETF,,,,,,,,
,DVXY,(212) 883 - 2290,"The fund implements its investment objective by investing, under normal market conditions, at least 80% of its net assets (including borrowings for investment purposes) in financial instruments that achieve the investment results of the index. The index is a rules-based strategy that seeks to track the net asset value of a portfolio of securities of companies in the consumer discretionary sector of the large-cap U.S. equity market. The fund is non-diversified.",[],[],86400.0,2.0,25.5501,25.6196,25.5501,25.5501,25.5501,25.6196,25.5501,25.5501,2.0,2.0,130.0,40.0,40.0,25.56,25.83,5.0,5.0,,267984.0,22.988,27.231,27.231,22.988,25.89116,25.621054,25.8766,USD,False,Consumer Cyclical,,0.0,WEBs Investments Inc.,1753142400.0,Exchange Traded Fund,,,ETF,DVXY,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1753277400000.0,0.0,25.5501 - 25.5501,NasdaqGM,130.0,2.5620995,0.11145377,22.988 - 27.231,-1.6809006,-0.06172746,1.7393351,,,,267984.0,WEBs Consumer Discretionary XLY,WEBs Consumer Discretionary XLY Defined Volatility ETF  ,-0.34105873,-0.013172788,-0.07095337,-0.0027693384,0.89,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_1930968493,America/New_York,EST,-18000000.0,us_market,False,0.0,25.5501,29.348402,0.0,0.0,0.87057894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEBs Consumer Discretionary XLY Defined Volatility ETF,,,,,,,,
,DVY,1-800-474-2737,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the U.S.'s leading stocks by dividend yield.,[],[],86400.0,2.0,142.51,142.68,141.18,142.72,142.51,142.68,141.18,142.72,382476.0,382476.0,369953.0,488570.0,488570.0,141.35,141.63,28.0,28.0,0.0341,20886972416.0,115.94,143.77,144.09,19.0,140.7718,135.5721,141.29575,USD,False,Large Value,11.14881,0.83,iShares,1067817600.0,Exchange Traded Fund,0.1292472,0.1449627,ETF,DVY,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1068215400000.0,-1.0499878,141.18 - 142.72,NasdaqGM,369953.0,25.520004,0.22011389,115.94 - 143.77,-2.3099976,-0.016067313,1.0709167,3.41,7.90234,7.90234,20886972400.0,iShares Select Dividend ETF,iShares Select Dividend ETF,0.6882019,0.0048887767,5.887909,0.043430094,0.38,15.0,0.0,False,REGULAR,1764707425.0,NGM,finmb_22699479,America/New_York,EST,-18000000.0,us_market,False,-0.73678184,141.46,16.255653,3.537,0.02481931,8.702204,,,,,,,,,,,,,,,,,,,,,,,175050000.0,24762574848.0,1.1950462,USD,118.372,,,,,,,,,,,
,DVYA,,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index aims to measure the performance of 50 high dividend-paying companies in Australia, Hong Kong, Japan, New Zealand, and Singapore, selected according to indicated annual dividend yield, subject to screening and buffering criteria and weighting constraints.",[],[],86400.0,2.0,43.9459,44.135,44.07,44.22,43.9459,44.135,44.07,44.22,7417.0,7417.0,8915.0,9620.0,9620.0,44.13,44.25,300.0,300.0,0.0506,46052468.0,31.05,44.5,62.15,24.71,42.893,39.3893,42.85912,USD,False,Pacific/Asia ex-Japan Stk,21.79499,1.0,iShares,1329955200.0,Exchange Traded Fund,0.2151319,0.119588606,ETF,DVYA,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1330093800000.0,0.20909882,44.07 - 44.22,NYSEArca,8915.0,13.105,0.42206118,31.05 - 44.5,-0.34500122,-0.007752836,16.331387,5.06,10.58236,10.58236,46052468.0,iShares Asia / Pacific Dividend,iShares Asia/Pacific Dividend ETF,1.2619972,0.029421985,4.7656975,0.12098964,0.49,15.0,0.0,False,REGULAR,1764705396.0,PCX,finmb_171192379,America/New_York,EST,-18000000.0,us_market,False,0.4758096,44.155,15.075435,,,2.928937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DVYE,,"The fund generally will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index measures the performance of 100 leading dividend-paying emerging market companies, selected according to indicated annual dividend yield, subject to screening and buffering criteria and weighting constraints.",[],[],86400.0,2.0,31.1,31.28,31.1419,31.29,31.1,31.28,31.1419,31.29,113355.0,113355.0,170447.0,153040.0,153040.0,31.22,31.27,400.0,400.0,0.0959,942718080.0,23.77,31.93,57.84,22.29,30.2716,28.7129,29.85703,USD,False,Diversified Emerging Mkts,19.91442,0.84,iShares,1329955200.0,Exchange Traded Fund,0.1985589,0.086561896,ETF,DVYE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1330093800000.0,0.16899872,31.1419 - 31.29,NYSEArca,170447.0,7.4989986,0.31548163,23.77 - 31.93,-0.6610012,-0.020701572,13.132048,9.59,5.66208,5.66208,942718080.0,iShares Emerging Markets Divide,iShares Emerging Markets Dividend ETF,0.9973984,0.03294832,2.556099,0.089022666,0.5,15.0,0.0,False,REGULAR,1764707485.0,PCX,finmb_171192407,America/New_York,EST,-18000000.0,us_market,False,0.54347414,31.269,8.53643,0.0,0.0,3.6630065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWAS,,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of approximately 200 securities from an eligible universe of approximately 2,000 securities ranked 1,001 to 3,000 by market capitalization within the NASDAQ US Benchmark Index™.",[],[],86400.0,2.0,95.189,95.84,94.83,95.84,95.189,95.84,94.83,95.84,20229.0,20229.0,20841.0,24970.0,24970.0,95.06,95.49,1.0,1.0,0.0015,885897664.0,66.94,102.34,104.46,22.18,93.308,85.37375,95.89,USD,False,Small Blend,1.0779,1.35,Invesco,1342656000.0,Exchange Traded Fund,0.1117838,0.0911702,ETF,DWAS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1342704600000.0,0.12099457,94.83 - 95.84,NasdaqGM,20841.0,28.369995,0.42381227,66.94 - 102.34,-7.029999,-0.06869259,-6.1236563,0.15,8.58369,8.58369,885897660.0,Invesco Dorsey Wright SmallCap ,Invesco DWA SmallCap Momentum ETF,2.001999,0.021455811,9.936249,0.116385296,0.6,15.0,0.0,False,REGULAR,1764707056.0,NGM,finmb_214451106,America/New_York,EST,-18000000.0,us_market,False,0.12710981,95.31,22.609102,,,4.2155585,,1483056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWAW,(202) 684-6383,"The fund is an actively managed exchange-traded fund (""ETF"") that is primarily a ""fund of funds."" The Advisor seeks to achieve it's investment objective by investing in ETFs that invest primarily in domestic and foreign equity securities of any capitalization, including in emerging markets. The fund invests in fixed income ETFs with a short or ultra-short duration, money market funds, cash and cash equivalents (""Defensive Investments""). It may invest in affiliated and unaffiliated ETFs.",[],[],86400.0,2.0,43.06,43.8701,43.8701,43.8701,43.06,43.8701,43.8701,43.8701,199.0,199.0,1133.0,1330.0,1330.0,43.86,44.05,2.0,7.0,0.0,84892864.0,32.66,45.02,45.02,18.96,43.63156,40.8503,43.7919,USD,False,Large Blend,9.10444,1.19,AdvisorShares,1577318400.0,Exchange Traded Fund,0.1567231,0.0702419,ETF,DWAW,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1577457000000.0,0.81009674,43.8701 - 43.8701,NasdaqGM,1133.0,11.210098,0.34323633,32.66 - 45.02,-1.1499023,-0.025542034,3.4906387,0.0,5.51543,5.51543,84892864.0,AdvisorShares Dorsey Wright FSM,AdvisorShares Dorsey Wright FSM All Cap World ETF,0.23853683,0.0054670707,3.0197983,0.07392353,1.28,15.0,0.0,False,REGULAR,1764690335.0,NGM,finmb_641540894,America/New_York,EST,-18000000.0,us_market,False,1.8813207,43.8701,34.78163,,,1.2613008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWLD,,"The fund's investment adviser, uses the Davis Investment Discipline to invest the fund's portfolio principally in common stocks issued by both United States and foreign companies, including countries with developed or emerging markets. It will invest significantly in issuers (i) organized or located outside of the U.S.; (ii) whose primary trading market is located outside the U.S.; or (iii) doing a substantial amount of business outside the U.S., which the adviser considers to be a company that derives at least 50% of its revenue from business outside the U.S. or has at least 50% of its assets outside the U.S.",[],[],86400.0,2.0,45.795,45.85,45.742,45.95,45.795,45.85,45.742,45.95,16610.0,16610.0,17961.0,15890.0,15890.0,45.78,45.92,1600.0,200.0,0.0117,473740960.0,32.29,46.17,46.17,16.7,44.95838,41.366436,44.68545,USD,False,Global Large-Stock Blend,24.4736,1.13,Davis ETFs,1484092800.0,Exchange Traded Fund,0.2809407,0.113910906,ETF,DWLD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1484231400000.0,0.0891037,45.742 - 45.95,Cboe US,17961.0,13.594101,0.42100033,32.29 - 46.17,-0.2858963,-0.006192253,18.394518,1.17,8.93761,8.93761,473740960.0,Davis Select Worldwide ETF,Davis Select Worldwide ETF,0.9257202,0.020590603,4.517666,0.1092109,0.63,15.0,0.0,False,REGULAR,1764707253.0,BTS,finmb_380578282,America/New_York,EST,-18000000.0,us_market,False,0.19433911,45.8841,16.063429,,,2.8564324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWM,866-909-9473,"Under normal circumstances, at least 95% of the fund’s total assets (exclusive of collateral held from securities lending) will be invested in constituent securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such constituent securities. The index is a fundamentally weighted index that is comprised of companies in the industrialized world, excluding Canada and the United States, that pay regular cash dividends. It is non-diversified.",[],[],86400.0,2.0,67.1428,67.22,67.09,67.269,67.1428,67.22,67.09,67.269,9628.0,9628.0,16809.0,11170.0,11170.0,67.24,67.3,800.0,200.0,0.0305,600419456.0,51.73,67.89,75.66,17.0,66.466,62.953,66.772,USD,False,Foreign Large Value,28.55287,0.92,WisdomTree,1150416000.0,Exchange Traded Fund,0.226826,0.1220147,ETF,DWM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1150464600000.0,0.11399841,67.09 - 67.269,NYSEArca,16809.0,15.526798,0.30015075,51.73 - 67.89,-0.6332016,-0.009326876,21.984016,3.05,5.63319,5.63319,600419460.0,WisdomTree International Equity,WisdomTree International Equity Fund,0.7907944,0.011897727,4.3037987,0.06836527,0.48,15.0,0.0,False,REGULAR,1764706805.0,PCX,finmb_27777564,America/New_York,EST,-18000000.0,us_market,False,0.16978502,67.2568,15.405566,0.0,0.0,4.3657465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWMF,866-909-9473,"Under normal circumstances, it will invest at least 80% of its net assets in equity securities of developed markets, excluding the United States and Canada. The advisor generally expects to invest in large and mid-capitalization companies, but it may also invest in small-capitalization companies. The fund is non-diversified.",[],[],86400.0,2.0,32.41,32.422,32.422,32.44,32.41,32.422,32.422,32.44,2053.0,2053.0,4219.0,7160.0,7160.0,32.42,32.43,600.0,100.0,0.028099999,38401904.0,26.42,32.79,32.79,18.54,32.0138,31.01155,32.11,USD,False,Foreign Large Value,21.21563,0.54,WisdomTree,1533859200.0,Exchange Traded Fund,0.1723786,0.0973791,ETF,DWMF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1533907800000.0,0.019901276,32.422 - 32.44,NYSEArca,4219.0,6.009901,0.22747543,26.42 - 32.79,-0.3600998,-0.010982,17.531765,2.81,2.39281,2.39281,38401904.0,WisdomTree International Multif,WisdomTree International Multifactor Fund,0.41609955,0.012997505,1.4183502,0.04573619,0.38,15.0,0.0,False,REGULAR,1764706147.0,PCX,finmb_563363377,America/New_York,EST,-18000000.0,us_market,False,0.06140474,32.4299,15.708613,,,2.0644662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWSH,(202) 684-6383,"The fund is an actively managed ETF that seeks to achieve the fund's investment objective by obtaining short exposure to investment returns of the broad U.S. large-capitalization equity market through short sales of U.S.-traded equity securities and ETFs. Under normal circumstances, it invests at least 80% of its net assets in investments that create or result in short exposure to U.S. equity securities.",[],[],86400.0,2.0,6.91,6.9662,6.935,6.97,6.91,6.9662,6.935,6.97,13950.0,13950.0,49574.0,54760.0,54760.0,6.87,6.93,3.0,3.0,0.0626,12950450.0,6.55,9.08,45.92,6.55,6.97226,7.2879,6.84134,USD,False,Trading--Inverse Equity,-1.96966,-1.43,AdvisorShares,1531180800.0,Exchange Traded Fund,-0.0954627,-0.1439262,ETF,DWSH,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1531315800000.0,0.038400173,6.935 - 6.97,NasdaqGM,49574.0,0.39839983,0.060824398,6.55 - 9.08,-2.1316,-0.2347577,-1.2857139,6.26,-7.21819,-7.21819,12950450.0,AdvisorShares Dorsey Wright Sho,AdvisorShares Dorsey Wright Short ETF,-0.023859978,-0.0034221297,-0.33949995,-0.04658406,4.05,15.0,0.0,False,REGULAR,1764699639.0,NGM,finmb_559865166,America/New_York,EST,-18000000.0,us_market,False,0.5557189,6.9484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWUS,(202) 684-6383,"The fund is an actively managed exchange-traded fund (""ETF"") that is primarily a ""fund of funds."" The Advisor seeks to achieve it's investment objective by investing in ETFs that invest primarily in domestic large capitalization equity securities. The fund invests in fixed income ETFs with a short or ultra-short duration, money market funds, cash and cash equivalents (""Defensive Investments""). It may invest in affiliated and unaffiliated ETFs. Under normal circumstances, the fund invests at least 80% of its net assets in U.S. investments.",[],[],86400.0,2.0,53.85,53.85,53.85,53.85,53.85,53.85,53.85,53.85,84.0,84.0,847.0,410.0,410.0,39.19,54.56,1.0,7.0,0.0017,123212648.0,41.36,56.15,56.15,18.74,54.10248,50.546944,54.52315,USD,False,Large Blend,12.69549,0.99,AdvisorShares,1577318400.0,Exchange Traded Fund,0.2184807,0.1199257,ETF,DWUS,en-US,US,ETF,Delayed Quote,True,HIGH,[],True,1577457000000.0,0.0,53.85 - 53.85,NasdaqGM,847.0,12.489998,0.30198252,41.36 - 56.15,-2.300003,-0.040961765,8.133149,0.17,6.81541,6.81541,123212648.0,AdvisorShares Dorsey Wright FSM,AdvisorShares Dorsey Wright FSM US Core ETF,-0.25248337,-0.0046667615,3.3030548,0.06534628,1.1,15.0,0.0,False,REGULAR,1764622800.0,NGM,finmb_641524420,America/New_York,EST,-18000000.0,us_market,False,0.0,53.85,32.537594,,,1.6550087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DWX,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is designed to measure the performance of 100 high-yielding international common stocks.",[],[],86400.0,2.0,43.42,43.65,43.47,43.58,43.42,43.65,43.47,43.58,10466.0,10466.0,18838.0,17300.0,17300.0,43.53,43.54,1500.0,500.0,0.0363,484968288.0,34.26,43.88,77.33,22.75,42.9288,41.33815,43.04817,USD,False,Foreign Large Value,25.66271,0.79,SPDR State Street Investment Management,1202774400.0,Exchange Traded Fund,0.19511169,0.093925,ETF,DWX,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1203517800000.0,0.1135025,43.47 - 43.58,NYSEArca,18838.0,9.273502,0.2706802,34.26 - 43.88,-0.3465004,-0.007896544,17.957079,3.63,2.41046,2.41046,484968288.0,SPDR S&P International Dividend,SPDR S&P International Dividend ETF,0.604702,0.014086162,2.1953506,0.053107135,0.45,15.0,0.0,False,REGULAR,1764706227.0,PCX,finmb_41317732,America/New_York,EST,-18000000.0,us_market,False,0.26140606,43.5335,16.427973,0.0,0.0,2.649962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DXD,,"The index is a price-weighted index and includes 30 large-cap, ""blue-chip"" U.S. stocks, excluding utility and transportation companies. Under normal circumstances, the fund will obtain inverse leveraged exposure to at least 80% of its total assets in components of the index or in instruments with similar economic characteristics. The fund is non-diversified.",[],[],86400.0,2.0,21.3,21.22,21.0282,21.3139,21.3,21.22,21.0282,21.3139,309521.0,309521.0,1452214.0,1668340.0,1668340.0,21.06,21.06,8500.0,7600.0,0.0507,51920408.0,20.34,35.79,8887.2,20.34,21.7426,24.9087,21.7702,USD,False,Trading--Inverse Equity,-16.32248,-1.86,ProShares,1152576000.0,Exchange Traded Fund,-0.22414699,-0.2007853,ETF,DXD,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1152797400000.0,-0.2581997,21.0282 - 21.3139,NYSEArca,1452214.0,0.7017994,0.03450341,20.34 - 35.79,-14.748201,-0.41207603,-13.904608,5.07,-8.24631,-8.24631,51920408.0,ProShares UltraShort Dow30,ProShares UltraShort Dow30,-0.70079994,-0.032231655,-3.8669014,-0.155243,0.95,15.0,0.0,False,REGULAR,1764707465.0,PCX,finmb_28040374,America/New_York,EST,-18000000.0,us_market,False,-1.2114544,21.0418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DXJ,866-909-9473,"Under normal circumstances, at least 95% of the fund's total assets will be invested in constituent securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such constituent securities. The index consists of dividend-paying companies incorporated in Japan and traded on the Tokyo Stock Exchange that derive less than 80% of their revenue from sources in Japan. The fund is non-diversified.",[],[],86400.0,2.0,139.43,140.07,139.23,140.19,139.43,140.07,139.23,140.19,314917.0,314917.0,493622.0,587250.0,587250.0,139.47,139.53,300.0,700.0,0.033800002,3999355904.0,91.58,140.79,140.79,28.57,133.7112,119.1808,132.621,USD,False,Japan Stock,17.79175,0.21,WisdomTree,1150416000.0,Exchange Traded Fund,0.3236179,0.2603895,ETF,DXJ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,[],True,1150464600000.0,0.0900116,139.23 - 140.19,NYSEArca,493622.0,47.940002,0.5234768,91.58 - 140.79,-1.269989,-0.00902045,25.060547,3.38,12.70591,12.70591,3999355900.0,WisdomTree Japan Hedged Equity ,WisdomTree Japan Hedged Equity Fund,5.8088074,0.04344294,20.339203,0.17065838,0.48,15.0,0.0,False,REGULAR,1764707173.0,PCX,finmb_27778035,America/New_York,EST,-18000000.0,us_market,False,0.06455684,139.52,16.338001,0.0,0.0,8.5396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
