trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,shortName,longName,dividendDate,regularMarketChangePercent,regularMarketPrice,ipoExpectedDate,sharesOutstanding,marketCap,financialCurrency,bookValue,priceToBook,forwardPE,epsForward,address1,address2,address3,morningStarOverallRating,morningStarRiskRating,annualReportExpenseRatio,lastDividendValue,lastCapGain,annualHoldingsTurnover,dividendRate,city,state,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,exDividendDate,payoutRatio,beta,priceToSalesTrailing12Months,enterpriseValue,profitMargins,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendDate,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,grossProfits,grossMargins,ebitdaMargins,operatingMargins,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,displayName
,EFAS,+1 8884938631,"The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index tracks the performance of 50 equally-weighted companies that rank among the highest dividend yielding equity securities in Europe, Australasia and the Far East, as defined by MSCI, the provider of the underlying index (""index provider"").",[],[],86400.0,2.0,18.76,18.59,18.5001,18.679,18.76,18.59,18.5001,18.679,12.52587,29069.0,29069.0,22075.0,16990.0,16990.0,13.32,23.75,2.0,2.0,0.0509,33308480.0,13.32,19.49,19.49,9.32,18.7531,17.44166,,,18.55,USD,False,Foreign Large Value,38.75545,0.94,Global X Funds,1478736000.0,Exchange Traded Fund,0.2498887,0.1554318,ETF,EFAS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1481812200000.0,5.09,5.85276,5.85276,33308480.0,1.487721,NasdaqGM,22075.0,5.3150005,0.39902407,13.32 - 19.49,-0.85499954,-0.043868627,29.529417,-0.1878178,18.6,-0.034999847,-0.125,18.5001 - 18.679,-0.11809921,-0.0062975837,1.1933403,0.068418965,0.55,15.0,0.0,False,[],1763507152.0,1763499600.0,NGM,finmb_402895757,America/New_York,EST,-18000000.0,us_market,False,POST,Global X MSCI SuperDividend EAF,Global X MSCI SuperDividend EAFE ETF,1491955200.0,-0.66631126,18.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMC,+1 8884938631,"The fund is an actively managed ETF advised by the Adviser and sub-advised by the Sub-Adviser that seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus any borrowings for investment purposes, measured at the time of purchase, in equity securities: (i) of issuers in emerging markets; and/or (ii) that are tied economically to emerging markets.",[],[],86400.0,2.0,30.17,29.98,29.7667,29.9813,30.17,29.98,29.7667,29.9813,20.684319,5135.0,5135.0,8712.0,21800.0,21800.0,28.33,44.66,200.0,200.0,0.0092,85701456.0,23.0,31.84,31.84,23.0,31.0756,28.586645,0.0,0.0,31.43,USD,False,Diversified Emerging Mkts,19.41815,0.94,Global X Funds,1285286400.0,Exchange Traded Fund,0.1127137,-0.0205534,ETF,EMC,en-US,US,ETF,Delayed Quote,True,HIGH,True,1684157400000.0,0.92,6.68258,6.68258,85701456.0,1.44947,NYSEArca,8712.0,6.9813004,0.3035348,23.0 - 31.84,-1.8586998,-0.05837625,13.861942,0.0,29.9813,0.0,-0.1887,29.7667 - 29.9813,-1.0942993,-0.0352141,1.3946552,0.04878695,0.75,15.0,0.0,False,[],1763507941.0,1763497105.0,PCX,finmb_110170727,America/New_York,EST,-18000000.0,us_market,False,POST,Global X Funds Global X Emergin,Global X Emerging Markets Great Consumer ETF,,-0.625455,29.9813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMCR,2122505883,"The index is comprised of large and mid-capitalization companies in emerging markets countries that meet certain ESG criteria and/or have committed to greenhouse gas emissions reduction targets. The fund will normally invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in equity securities of issuers from countries classified as emerging markets.",[],[],86400.0,2.0,36.885,36.51,36.225,36.5,36.885,36.51,36.225,36.5,15.273235,1481.0,1481.0,6287.0,3950.0,3950.0,18.24,54.7,100.0,500.0,0.0678,43476688.0,25.88,38.12,38.12,19.06,36.62906,32.586964,,,36.866,USD,False,Diversified Emerging Mkts,28.32029,1.0,Xtrackers,1543881600.0,Exchange Traded Fund,0.2146942,0.0905277,ETF,EMCR,en-US,US,ETF,Delayed Quote,True,HIGH,True,1544106600000.0,6.78,12.2363,12.2363,43476688.0,2.3846421,NYSEArca,6287.0,10.541201,0.4073107,25.88 - 38.12,-1.6987991,-0.04456451,18.830538,0.0,36.4212,0.0,-0.463799,36.225 - 36.5,-0.20785904,-0.005674703,3.8342361,0.117661655,0.15,15.0,0.0,False,[],1763507941.0,1763492776.0,PCX,finmb_572582175,America/New_York,EST,-18000000.0,us_market,False,POST,Xtrackers Emerging Markets Carb,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,,-1.25742,36.4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMCS,2122505883,"The underlying index represents an emerging markets subset of the MSCI ACWI Select Climate 500 Index (the “parent index”), which is designed to track the performance of approximately 500 stocks of companies. The fund will invest at least 80% of its total assets (but typically far more) in component securities (including depositary receipts in respect of such securities) of the underlying index. The fund is non-diversified.",[],[],86400.0,2.0,34.9561,34.65,34.65,34.864,34.9561,34.65,34.65,34.864,13.918078,1948.0,1948.0,444925.0,599120.0,599120.0,17.41,52.23,600.0,100.0,0.0073,759091904.0,24.18,36.55,37.65,19.25,34.9158,30.902275,0.0,0.0,35.349,USD,False,Diversified Emerging Mkts,30.22843,1.06,Xtrackers,1543881600.0,Exchange Traded Fund,0.2192072,0.054064598,ETF,EMCS,en-US,US,ETF,Delayed Quote,True,HIGH,True,1544106600000.0,0.73,10.96325,10.96325,759091900.0,2.499411,NYSEArca,444925.0,10.606998,0.43866825,24.18 - 36.55,-1.7630005,-0.04823531,30.243301,0.0,34.787,0.0,-0.169102,34.65 - 34.864,-0.12879944,-0.0036888586,3.8847237,0.12570995,0.15,15.0,0.0,False,[],1763507941.0,1763497950.0,PCX,finmb_572582176,America/New_York,EST,-18000000.0,us_market,False,POST,Xtrackers MSCI Emerging Markets,Xtrackers MSCI Emerging Markets Climate Selection ETF,,-0.483755,34.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMDM,630-241-4141,"The fund will normally invest at least 80% of its net assets in the common stocks, depositary receipts, preferred shares and real estate investment trusts that comprise the index. The index is constructed to track the performance of companies within emerging market countries as determined by the index Provider, that meet minimum political rights and civil liberties standards to qualify as Electoral Democracies according to Freedom House. It is non-diversified.",[],[],86400.0,2.0,30.33,30.08,30.035,30.2085,30.33,30.08,30.035,30.2085,11.822401,3650.0,3650.0,2143.0,10460.0,10460.0,28.77,31.87,600.0,400.0,0.041500002,9838290.0,19.211,31.09,31.09,18.914,29.07732,24.845495,,,29.71,USD,False,Diversified Emerging Mkts,38.55517,0.0,First Trust,1677715200.0,Exchange Traded Fund,,,ETF,EMDM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1677853800000.0,4.15,12.45202,12.45202,9838290.0,2.5551915,NYSEArca,2143.0,10.997499,0.57245845,19.211 - 31.09,-0.88150024,-0.028353175,36.58471,0.5776596,30.2085,0.17350006,-0.1215,30.035 - 30.2085,1.1311798,0.038902476,5.3630047,0.21585421,0.75,15.0,0.0,False,[],1763499850.0,1763481733.0,PCX,finmb_1815112995,America/New_York,EST,-18000000.0,us_market,False,POST,First Trust Exchange-Traded Fun,First Trust Bloomberg Emerging Market Democracies ETF,,-0.400594,30.2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMDV,,"The fund invests in financial instruments that ProShare Advisors believes, in combination, should track the performance of the index. The index is designed to measure the performance of companies in the index that have consistently increased dividends every year for at least seven years. Under normal circumstances, it will invest at least 80% of its total assets in components of the index or in instruments with similar economic characteristics.",[],[],86400.0,2.0,46.7015,46.78,46.5987,46.5987,46.7015,46.78,46.5987,46.5987,14.118054,4.0,4.0,260.0,190.0,190.0,23.33,46.72,2.0,100.0,0.0225,7016198.0,38.76,47.35,64.49,35.58,45.9561,44.905006,,,45.7848,USD,False,Diversified Emerging Mkts,6.425,0.95,ProShares,1453680000.0,Exchange Traded Fund,0.0645252,0.0058926,ETF,EMDV,en-US,US,ETF,Delayed Quote,True,HIGH,True,1453905000000.0,2.25,-0.37243,-0.37243,7016198.0,3.300646,Cboe US,260.0,7.838703,0.20223694,38.76 - 47.35,-0.751297,-0.015866885,5.343652,,,,-0.102798,46.5987 - 46.5987,0.642601,0.013982932,1.6936951,0.037717286,0.6,15.0,0.0,False,[],,1763400049.0,BTS,finmb_267046254,America/New_York,EST,-18000000.0,us_market,False,POST,ProShares MSCI Emerging Markets,ProShares MSCI Emerging Markets Dividend Growers ETF,,-0.220118,46.5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMGF,,"The index is composed of large- and mid-capitalization equity securities from the STOXX Emerging Markets Index that are selected and weighted using an optimization process designed to maximize exposure to five target factors: momentum, quality, value, low volatility and size.",[],[],86400.0,2.0,57.56,57.1,56.93,57.5098,57.56,57.1,56.93,57.5098,13.746247,359590.0,359590.0,145896.0,56490.0,56490.0,56.75,60.75,2000.0,500.0,0.0317,1216630016.0,41.01,59.61,59.61,29.43,57.3329,51.49697,,,57.94224,USD,False,Diversified Emerging Mkts,25.68102,0.95,iShares,1449532800.0,Exchange Traded Fund,0.1941276,0.088932894,ETF,EMGF,en-US,US,ETF,Delayed Quote,True,HIGH,True,1450449000000.0,3.17,8.53614,8.53614,1216630020.0,4.167683,Cboe US,145896.0,16.280003,0.39697644,41.01 - 59.61,-2.3199997,-0.03891964,21.639896,0.0,57.29,0.0,-0.27,56.93 - 57.5098,-0.042900085,-0.000748263,5.79303,0.11249263,0.26,15.0,0.0,False,[],1763507394.0,1763499599.0,BTS,finmb_285065157,America/New_York,EST,-18000000.0,us_market,False,POST,iShares Emerging Markets Equity,iShares Emerging Markets Equity Factor ETF,,-0.469077,57.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMKT,,,,,86400.0,2.0,24.7196,24.36,24.36,24.605,24.7196,24.36,24.36,24.605,,3992.0,3992.0,14956.0,11820.0,11820.0,24.53,24.63,1400.0,100.0,,,23.769,25.656,25.656,23.769,25.145624,25.145624,0.0,0.0,,USD,False,,,,,,,,,ETF,EMKT,en-US,US,ETF,Delayed Quote,True,HIGH,True,1761571800000.0,,,,,,NYSEArca,14956.0,0.78020096,0.032824308,23.769 - 25.656,-1.1068001,-0.04314001,-2.7078092,,,,-0.170401,24.36 - 24.605,-0.5964241,-0.023718802,-0.5964241,-0.023718802,,15.0,0.0,False,[],,1763492942.0,PCX,finmb_249884291,America/New_York,EST,-18000000.0,us_market,False,POST,Lazard Active ETF Trust Lazard ,Lazard Active ETF Trust - Lazard Emerging Markets Opportunities ETF,,-0.689334,24.5492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMM,+1 8884938631,"The fund is an actively managed ETF advised by the Adviser and sub-advised by the Sub-Adviser that seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus any borrowings for investment purposes, measured at the time of purchase, in equity securities: (i) of issuers in emerging markets; and/or (ii) that are tied economically to emerging markets.",[],[],86400.0,2.0,32.5095,32.115,32.115,32.3975,32.5095,32.115,32.115,32.3975,18.677675,1722.0,1722.0,7931.0,2320.0,2320.0,16.17,48.51,100.0,800.0,0.0075,28192708.0,22.98,33.703,33.703,22.76,32.17706,28.94405,0.0,0.0,32.64,USD,False,Diversified Emerging Mkts,17.24293,0.98,Global X Funds,1285286400.0,Exchange Traded Fund,0.1413402,0.0476651,ETF,EMM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1684157400000.0,0.75,3.47107,3.47107,28192708.0,1.7315056,NYSEArca,7931.0,9.3605,0.40733248,22.98 - 33.703,-1.3624992,-0.040426645,18.879581,-0.17593706,32.3405,-0.056999207,-0.168999,32.115 - 32.3975,0.1634407,0.005079417,3.39645,0.11734536,0.76,15.0,0.0,False,[],1763499842.0,1763499416.0,PCX,finmb_1817498623,America/New_York,EST,-18000000.0,us_market,False,POST,Global X Funds Global X Emergin,Global X Emerging Markets ex-China ETF,,-0.519844,32.3405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMMF,866-909-9473,"The fund is actively managed using a model-based approach and seeks to achieve its investment objective by investing primarily in equity securities of emerging markets. Under normal circumstances, it will invest at least 80% of its net assets in equity securities of emerging markets. The advisor generally expects to invest in large- and mid-capitalization companies, but it may also invest in small-capitalization companies. The fund is non-diversified.",[],[],86400.0,2.0,31.1749,30.97,30.92,31.161,31.1749,30.97,30.92,31.161,14.189829,15939.0,15939.0,13451.0,14420.0,14420.0,31.12,31.14,500.0,500.0,0.020299999,127617624.0,23.93,35.0,35.0,16.08,30.9926,28.56225,,,30.957,USD,False,Diversified Emerging Mkts,16.35815,0.64,WisdomTree,1533859200.0,Exchange Traded Fund,0.1861834,0.094172,ETF,EMMF,en-US,US,ETF,Delayed Quote,True,HIGH,True,1533907800000.0,2.03,6.85691,6.85691,127617624.0,2.1930497,NYSEArca,13451.0,7.188999,0.30041784,23.93 - 35.0,-3.8810005,-0.11088573,15.018452,0.26029527,31.2,0.08100128,-0.0559006,30.92 - 31.161,0.1264,0.004078393,2.5567493,0.089514986,0.48,15.0,0.0,False,[],1763507941.0,1763498801.0,PCX,finmb_563363378,America/New_York,EST,-18000000.0,us_market,False,POST,WisdomTree Emerging Markets Mul,WisdomTree Emerging Markets Multifactor Fund,,-0.179313,31.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMQQ,+1 405 7788377,"The fund invests in securities comprising the index or in depositary receipts representing securities of the index. The index was designed by EMQQ Global LLC (the “index provider”) to measure the performance of an investable universe of publicly-traded, emerging market internet and ecommerce companies. The fund is non-diversified.",[],[],86400.0,2.0,42.87,42.47,42.37,42.78,42.87,42.47,42.37,42.78,16.024565,18738.0,18738.0,35510.0,23900.0,23900.0,41.05,42.72,500.0,300.0,0.0126,406165376.0,32.79,47.0,81.73,13.85,45.25092,41.17796,,,44.63,USD,False,Diversified Emerging Mkts,33.65966,1.58,EMQQ,1415750400.0,Exchange Traded Fund,0.243992,-0.0351867,ETF,EMQQ,en-US,US,ETF,Delayed Quote,True,HIGH,True,1416234600000.0,1.26,11.69394,11.69394,406165376.0,2.6565464,NYSEArca,35510.0,9.779999,0.2982616,32.79 - 47.0,-4.4300003,-0.09425533,15.241933,0.0,42.57,0.0,-0.299999,42.37 - 42.78,-2.6809196,-0.05924564,1.3920403,0.03380547,0.86,15.0,0.0,False,[],1763507941.0,1763499594.0,PCX,finmb_272410569,America/New_York,EST,-18000000.0,us_market,False,POST,EMQQ The Emerging Markets Inter,EMQQ The Emerging Markets Internet ETF,,-0.699788,42.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMSF,,"Under normal circumstances, the fund seeks to achieve its investment objective by investing at least 80% of its net assets, which include borrowings for investment purposes, in the common and preferred stocks of companies of any market capitalization located in emerging market countries that satisfy one or more of the fund’s environmental, social and governance (“ESG”) standards. The fund is non-diversified.",[],[],86400.0,2.0,30.3997,30.198,30.0201,30.198,30.3997,30.198,30.0201,30.198,17.684319,738.0,738.0,2303.0,1940.0,1940.0,15.04,45.12,300.0,1200.0,0.0274,30627714.0,21.56,31.65,31.65,21.56,29.97914,26.919,,,30.101,USD,False,Diversified Emerging Mkts,20.23,0.0,Matthews Asia Funds,1695254400.0,Exchange Traded Fund,,,ETF,EMSF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1695389400000.0,2.74,6.24294,6.24294,30627714.0,1.6999694,NYSEArca,2303.0,8.5028,0.39437848,21.56 - 31.65,-1.5872002,-0.050148506,18.638779,0.14223741,30.0628,0.042699814,-0.336901,30.0201 - 30.198,0.083660126,0.0027906112,3.1437988,0.11678735,0.79,15.0,0.0,False,[],1763499857.0,1763498936.0,PCX,finmb_1847718951,America/New_York,EST,-18000000.0,us_market,False,POST,Matthews International Funds Ma,Matthews Emerging Markets Sustainable Future Active ETF,,-1.10824,30.0628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMXC,,"The fund generally will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is a free float-adjusted market capitalization-weighted index that captures large- and mid-capitalization stocks across 23 of the 24 Emerging Markets countries, excluding China.",[],[],86400.0,2.0,70.89,70.44,70.04,70.8265,70.89,70.44,70.04,70.8265,14.690047,1789975.0,1789975.0,1621954.0,1662240.0,1662240.0,70.47,70.76,1.0,1.0,0.0253,12913571840.0,49.6,73.24,73.24,31.17,69.5366,61.953575,,,71.28803,USD,False,Diversified Emerging Mkts,23.07855,0.92,iShares,1500336000.0,Exchange Traded Fund,0.19050619,0.1083113,ETF,EMXC,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1501075800000.0,2.53,7.108,7.108,12913571800.0,4.7998486,NasdaqGM,1621954.0,20.910004,0.42157266,49.6 - 73.24,-2.7299957,-0.037274655,22.18201,-0.6665738,70.04,-0.47000122,-0.37999725,70.04 - 70.8265,0.97340393,0.0139984405,8.556427,0.13811031,0.25,15.0,0.0,False,[],1763501102.0,1763499601.0,NGM,finmb_426357095,America/New_York,EST,-18000000.0,us_market,False,POST,iShares MSCI Emerging Markets e,iShares MSCI Emerging Markets ex China ETF,,-0.53603786,70.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EMXF,1-800-474-2737,"The index is a free float-adjusted market capitalization-weighted index designed to reflect the equity performance of large- and mid-capitalization emerging market companies with favorable ESG ratings while applying extensive screens, including removing fossil fuel exposure. The fund generally will invest at least 90% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. It is non-diversified.",[],[],86400.0,2.0,46.467,46.1728,46.1728,46.36,46.467,46.1728,46.1728,46.36,11.5614,2092.0,2092.0,5107.0,8830.0,8830.0,45.62,46.77,5.0,5.0,0.0292,116749360.0,34.03,47.95,47.95,30.59,46.0704,42.03087,,,46.40573,USD,False,Diversified Emerging Mkts,22.6216,1.02,iShares,1601942400.0,Exchange Traded Fund,0.1710832,0.0743905,ETF,EMXF,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1602595800000.0,2.92,5.57736,5.57736,116749360.0,3.9958482,NasdaqGM,5107.0,12.167603,0.35755518,34.03 - 47.95,-1.7523994,-0.03654639,19.966389,0.086563334,46.25,0.040000916,-0.26939774,46.1728 - 46.36,0.12720108,0.0027610152,4.166733,0.09913506,0.17,15.0,0.0,False,[],1763499850.0,1763499600.0,NGM,finmb_662352510,America/New_York,EST,-18000000.0,us_market,False,POST,iShares ESG Advanced MSCI EM ET,iShares ESG Advanced MSCI EM ETF,,-0.57976145,46.1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPI,866-909-9473,"Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in constituent securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such constituent securities. The index is comprised of companies incorporated and traded in India that are profitable and that are eligible to be purchased by foreign investors as of the annual index screening date. It is non-diversified.",[],[],86400.0,2.0,46.46,46.3,46.2,46.4926,46.46,46.3,46.2,46.4926,19.194357,379027.0,379027.0,695548.0,635460.0,635460.0,46.4,46.42,600.0,500.0,0.0027,2787419136.0,39.98,48.18,50.99,8.74,45.5454,44.8398,,,46.28,USD,False,India Equity,-2.69408,0.43,WisdomTree,1203638400.0,Exchange Traded Fund,0.1449953,0.15611109,ETF,EPI,en-US,US,ETF,Delayed Quote,True,HIGH,True,1204036200000.0,0.27,-6.56544,-6.56544,2787419140.0,2.416856,NYSEArca,695548.0,6.41,0.16033016,39.98 - 48.18,-1.7900009,-0.037152365,0.86842775,0.17245491,46.47,0.08000183,-0.0699997,46.2 - 46.4926,0.8446007,0.018544149,1.5501976,0.03457191,0.84,15.0,0.0,False,[],1763507616.0,1763499600.0,PCX,finmb_41568906,America/New_York,EST,-18000000.0,us_market,False,POST,WisdomTree India Earnings Fund,WisdomTree India Earnings Fund,,-0.150667,46.39,,,,,,,-87.528305,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESGE,,"The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is an optimized equity index designed to reflect the equity performance of companies that have favorable ESG characteristics, while exhibiting risk and return characteristics similar to those of the MSCI Emerging Markets Index (the ""parent index"").",[],[],86400.0,2.0,43.96,43.68,43.53,44.035,43.96,43.68,43.53,44.035,15.370247,3182445.0,3182445.0,513414.0,570830.0,570830.0,40.22,43.94,2.0,7.0,0.0214,5456395776.0,30.565,45.6,47.37,23.58,43.82412,38.877995,0.0,0.0,44.51985,USD,False,Diversified Emerging Mkts,30.63813,1.08,iShares,1467072000.0,Exchange Traded Fund,0.2046963,0.061269697,ETF,ESGE,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1469021400000.0,2.14,10.70352,10.70352,5456395800.0,2.8561676,NasdaqGM,513414.0,13.335001,0.43628335,30.565 - 45.6,-1.699997,-0.037280638,27.052021,-0.75171256,43.57,-0.33000183,-0.05999756,43.53 - 44.035,0.07588196,0.0017315113,5.022007,0.1291735,0.26,15.0,0.0,False,[],1763502892.0,1763499602.0,NGM,finmb_330375417,America/New_York,EST,-18000000.0,us_market,False,POST,iShares ESG Aware MSCI EM ETF,iShares ESG Aware MSCI EM ETF,1482883200.0,-0.13648216,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EUFN,1-800-474-2737,The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index designed to measure the combined equity market performance of the financials sector of developed market countries in Europe.,[],[],86400.0,2.0,33.99,33.5,33.305,33.61,33.99,33.5,33.305,33.61,12.183485,951460.0,951460.0,1189285.0,2167390.0,2167390.0,33.43,33.52,5.0,5.0,0.0374,4504256000.0,22.77,35.48,35.48,10.59,33.999,31.2895,,,33.26785,USD,False,Financial,51.13729,0.98,iShares,1263945600.0,Exchange Traded Fund,0.3797216,0.24139851,ETF,EUFN,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,True,1265207400000.0,3.74,8.55614,8.55614,4504256000.0,2.7496238,NasdaqGM,1189285.0,10.73,0.47123405,22.77 - 35.48,-1.9799995,-0.055806074,43.720924,2.1011922,34.2039,0.7038994,-0.49000168,33.305 - 33.61,-0.49900055,-0.014676918,2.2105007,0.070646726,0.48,15.0,0.0,False,[],1763510216.0,1763499602.0,NGM,finmb_85213810,America/New_York,EST,-18000000.0,us_market,False,POST,iShares MSCI Europe Financials ,iShares MSCI Europe Financials ETF,1482883200.0,-1.4416053,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EUHY,,,,,86400.0,2.0,54.66,54.53,54.5299,54.56,54.66,54.53,54.5299,54.56,,3492.0,3492.0,11462.0,14880.0,14880.0,54.54,54.56,100.0,600.0,,,45.76,56.37,59.99,37.59,55.1808,52.85105,0.0,0.0,,USD,False,,,,,,,,,ETF,EUHY,en-US,US,ETF,Delayed Quote,True,HIGH,True,1333459800000.0,,,,,,Cboe US,11462.0,8.790001,0.19208919,45.76 - 56.37,-1.8199997,-0.032286674,9.123575,0.0,54.55,0.0,-0.110001,54.5299 - 54.56,-0.63080215,-0.011431552,1.6989479,0.032145962,,15.0,0.0,False,[],1763507941.0,1763498603.0,BTS,finmb_183690666,America/New_York,EST,-18000000.0,us_market,False,POST,iShares Euro High Yield Corpora,"iShares, Inc. - iShares Euro High Yield Corporate Bond USD Hedged ETF",,-0.201245,54.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
